PID,Country,Age,Gender,Counterbalance,Video_Gender,Smart,Behave,Grades,Edu_asp,nationality,nationality_other,origin,origin_other,parent,employment,employment_other,occupation,occupation_other,ethnicity,ethnicity_other,Education,SES,income_annual,,
748,5,71,Male,2,2,1,1,1,Some college/university,New Zealand,,New Zealand,,Yes,Part-time,,Sales and office,,Caucasian,,Bachelor's degree or Honors degree,4,"$30,000 - $49,999",,
749,5,55,Female,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Part-time,,Sales and office,,Other,New Zealand,Bachelor's degree or Honors degree,6,"$15,000 - $29,999",,
751,5,63,Male,2,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Full-time,,"Service,Government",,Caucasian,,Associate's defree or Certificate/Diploma,5,"$30,000 - $49,999",,
756,5,52,Female,2,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Part-time,,Other (please specify),Cleaner,Caucasian,,Associate's defree or Certificate/Diploma,5,"$15,000 - $29,999",,
761,5,23,Male,1,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Full-time,,Government,,Caucasian,,Bachelor's degree or Honors degree,6,"$50,000 - $69,999",,
766,5,40,Female,1,2,1,1,1,Some college/university,New Zealand,,Other (please specify):,South America,Yes,Full-time,,"Management, professional, and related",,Latinx/Hispanic,,Master's degree,7,"$70,000 - $99,999",,
768,5,40,Female,2,2,1,1,1,PhD or other higher postgraduate degrees,United Kingdom,,United Kingdom,,No,Full-time,,"Management, professional, and related",,Caucasian,,High/Secondary school,5,"$50,000 - $69,999",,
781,5,32,Female,2,2,1,1,0,High/Secondary school,"New Zealand,Other (please specify):",Czech,Other (please specify):,Czech,Yes,Other,Home duties,Other (please specify),Homedutie meanwhile accountant,Caucasian,,Associate's defree or Certificate/Diploma,7,"Less than $14,999",,
788,5,37,Male,1,2,1,1,0,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Full-time,,Sales and office,,Caucasian,,Master's degree,8,"More than $100,000",,
789,5,38,Male,2,2,1,1,1,Associate's degree or Certificate/Diploma,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,9,"$70,000 - $99,999",,
N1,5,33,Male,2,1,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Full-time,,"Construction, extraction, and maintenance",,Caucasian,,Bachelor's degree or Honors degree,7,"More than $100,000",,
N101,5,83,Female,1,1,1,1,1,High/Secondary school,Other (please specify):,british,Other (please specify):,UK,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,5,"$30,000  - $49,999",,
N103,5,62,Female,1,2,1,1,1,Some college/university,New Zealand,,New Zealand,,Yes,Part-time,,Other (please specify),Gardener,Māori/ Cook Island Māori,,Associate's defree or Certificate/Diploma,5,"$30,000  - $49,999",,
N11,5,39,Male,2,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,5,I don't know,,
N14,5,54,Male,1,1,1,1,0,High/Secondary school,New Zealand,,Other (please specify):,Israel,Yes,Full-time,,"Management, professional, and related",,Caucasian,,High/Secondary school,6,"$30,000  - $49,999",,
N18,5,28,Male,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Full-time,,Service,,Caucasian,,High/Secondary school,1,"$15,000  - $29,999",,
N23,5,39,Male,2,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,Other (please specify):,India,Yes,Full-time,,"Management, professional, and related",,Other,Indian,Bachelor's degree or Honors degree,7,"$50,000 - $69,999",,
N30,5,37,Male,2,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Full-time,,Service,,Asian,,Bachelor's degree or Honors degree,5,"$50,000 - $69,999",,
N32,5,52,Male,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Associate's defree or Certificate/Diploma,7,"More than $100,000",,
N37,5,21,Male,1,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Part-time,,"Management, professional, and related,Service",,Māori/ Cook Island Māori,,Bachelor's degree or Honors degree,8,"$15,000  - $29,999",,
N4,5,38,Male,1,1,1,1,1,Bachelor's degree or Honors degree,"United Kingdom,New Zealand",,United Kingdom,,No,Full-time,,Government,,Caucasian,,Bachelor's degree or Honors degree,8,"$70,000 -  $99,999",,
N41,5,33,Male,1,2,1,1,0,High/Secondary school,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Caucasian,,Associate's defree or Certificate/Diploma,5,"$50,000 - $69,999",,
N42,5,26,Male,2,2,1,1,1,Some college/university,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Other,European,PhD or other higher postgraduate degrees,7,"More than $100,000",,
N48,5,36,Female,2,1,1,1,1,Associate's degree or Certificate/Diploma,Other (please specify):,Irish,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,7,"More than $100,000",,
N51,5,45,Male,2,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Part-time,,Government,,Caucasian,,Master's degree,5,I don't know,,
N52,5,30,Female,1,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Full-time,,Sales and office,,Māori/ Cook Island Māori,,Some college/university,3,"$15,000  - $29,999",,
N53,5,37,Male,1,1,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Unemployed,,Unemployed,,Caucasian,,Associate's defree or Certificate/Diploma,1,"Less than $14,999",,
N57,5,53,Male,1,2,1,1,1,PhD or other higher postgraduate degrees,New Zealand,,New Zealand,,Yes,Full-time,,"Management, professional, and related",,Māori/ Cook Island Māori,,Bachelor's degree or Honors degree,7,"$50,000 - $69,999",,
N58,5,74,Male,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Part-time,,"Management, professional, and related",,Caucasian,,Associate's defree or Certificate/Diploma,8,"$15,000  - $29,999",,
N6,5,51,Male,2,1,1,1,1,Master's degree,New Zealand,,Other (please specify):,Asia ,Yes,Full-time,,"Management, professional, and related",,Asian,,PhD or other higher postgraduate degrees,5,I don't know,,
N62,5,82,Male,2,2,1,1,1,Some college/university,New Zealand,,New Zealand,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,7,"$30,000  - $49,999",,
N7,5,20,Male,2,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Student,,Student,,Caucasian,,Bachelor's degree or Honors degree,6,"$15,000  - $29,999",,
N76,5,21,Female,2,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Part-time,,Other (please specify),Hospitality,Caucasian,,Associate's defree or Certificate/Diploma,3,"$15,000  - $29,999",,
N8,5,52,Male,1,2,1,1,1,Associate's degree or Certificate/Diploma,New Zealand,,New Zealand,,Yes,Part-time,,"Construction, extraction, and maintenance",,Caucasian,,Associate's defree or Certificate/Diploma,6,I don't know,,
N80,5,24,Female,2,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Unemployed,,Unemployed,,Māori/ Cook Island Māori,,Associate's defree or Certificate/Diploma,6,"$50,000 - $69,999",,
N85,5,24,Female,2,1,1,1,1,Associate's degree or Certificate/Diploma,New Zealand,,New Zealand,,No,Full-time,,Government,,Caucasian,,Bachelor's degree or Honors degree,7,"$70,000 -  $99,999",,
N86,5,57,Female,1,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Other,home maker ,Other (please specify),homemaker,Caucasian,,Associate's defree or Certificate/Diploma,7,"Less than $14,999",,
N89,5,61,Female,1,1,1,1,1,High/Secondary school,New Zealand,,Other (please specify):,Russia,Yes,Part-time,,Service,,Caucasian,,High/Secondary school,3,"$15,000  - $29,999",,
N9,5,46,Male,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Full-time,,"Construction, extraction, and maintenance",,Caucasian,,High/Secondary school,5,"$70,000 -  $99,999",,
N95,5,74,Female,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Retired,,Retired,,Caucasian,,Some college/university,5,"$15,000  - $29,999",,
N97,5,63,Female,2,2,1,1,1,Some college/university,New Zealand,,New Zealand,,No,Retired,,Retired,,Caucasian,,Some college/university,4,"$15,000  - $29,999",,
R1,5,42,Female,1,2,1,1,1,Master's degree,New Zealand,,New Zealand,,Yes,Full-time,,Government,,Caucasian,,Master's degree,5,"$70,000 -  $99,999",,
R14,5,26,Male,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,7,"$70,000 -  $99,999",,
R19,5,48,Male,1,1,1,1,1,High/Secondary school,United Kingdom,,New Zealand,,Yes,Full-time,,Sales and office,,Caucasian,,High/Secondary school,2,"$50,000 - $69,999",,
R27,5,67,Male,2,1,1,1,0,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Full-time,,Government,,Caucasian,,Bachelor's degree or Honors degree,8,"$70,000 -  $99,999",,
R28,5,45,Male,1,1,1,1,1,Associate's degree or Certificate/Diploma,New Zealand,,New Zealand,,No,Full-time,,Other (please specify),ICT,"Caucasian,Other",Samoan,Associate's defree or Certificate/Diploma,6,"$50,000 - $69,999",,
R29,5,77,Male,1,2,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,New Zealand,,Yes,Retired,,Retired,,Caucasian,,Associate's defree or Certificate/Diploma,3,"$15,000  - $29,999",,
R32,5,72,Female,2,1,1,1,0,High/Secondary school,New Zealand,,New Zealand,,Yes,Retired,,Retired,,Caucasian,,Some high/secondary school,5,"$15,000  - $29,999",,
R36,5,44,Female,2,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Full-time,,Sales and office,,Other,,Associate's defree or Certificate/Diploma,5,"$30,000  - $49,999",,
R4,5,50,Female,1,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Part-time,,Other (please specify),On line retail clothing shop ,Caucasian,,High/Secondary school,5,"$50,000 - $69,999",,
R44,5,18,Male,2,2,1,1,0,High/Secondary school,New Zealand,,New Zealand,,No,Part-time,,"Construction, extraction, and maintenance",,Caucasian,,High/Secondary school,8,"$15,000  - $29,999",,
R7,5,69,Female,1,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Part-time,,Other (please specify),health,Caucasian,,Associate's defree or Certificate/Diploma,6,"$50,000 - $69,999",,
R9,5,70,Male,2,2,1,1,1,PhD or other higher postgraduate degrees,New Zealand,,New Zealand,,Yes,Full-time,,"Construction, extraction, and maintenance",,Caucasian,,Associate's defree or Certificate/Diploma,8,"More than $100,000",,
653,5,29,Female,2,2,1,1,1,Some college/university,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Asian,,Bachelor's degree or Honors degree,6,"$70,000 - $99,999",,
663,5,70,Male,2,2,1,1,0,High/Secondary school,New Zealand,,New Zealand,,Yes,Retired,,Retired,,Caucasian,,High/Secondary school,6,"$15,000 - $29,999",,
672,5,22,Female,1,2,1,1,1,Some college/university,New Zealand,,New Zealand,,No,Student,,Student,,Caucasian,,Bachelor's degree or Honors degree,3,"$15,000 - $29,999",,
686,5,45,Female,1,2,1,1,1,Some college/university,New Zealand,,New Zealand,,Yes,Full-time,,Sales and office,,Caucasian,,Associate's defree or Certificate/Diploma,5,I don't know,,
724,5,27,Female,2,1,1,1,1,Some college/university,Australia,,"Australia,New Zealand",,No,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,5,I don't know,,
735,5,46,Male,1,2,1,1,1,High/Secondary school,New Zealand,,Other (please specify):,South Africa,No,Unemployed,,Unemployed,,Caucasian,,PhD or other higher postgraduate degrees,6,"Less than $14,999",,
750,5,61,Male,1,2,1,1,1,PhD or other higher postgraduate degrees,New Zealand,,New Zealand,,Yes,Unemployed,,Unemployed,,Other,New Zealand,High/Secondary school,2,"$15,000 - $29,999",,
769,5,51,Female,1,1,1,1,1,Associate's degree or Certificate/Diploma,New Zealand,,New Zealand,,Yes,Part-time,,Sales and office,,Caucasian,,High/Secondary school,6,"Less than $14,999",,
773,5,47,Female,2,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Unemployed,,Unemployed,,Caucasian,,Associate's defree or Certificate/Diploma,4,I don't know,,
775,5,32,Male,1,1,1,1,0,High/Secondary school,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,6,I don't know,,
780,5,31,Male,2,2,1,1,1,Associate's degree or Certificate/Diploma,Other (please specify):,Kiwi,Other (please specify):,Prefer not to say,No,Full-time,,"Management, professional, and related",,Other,Prefer not to say,Bachelor's degree or Honors degree,4,"$70,000 - $99,999",,
782,5,39,Male,1,2,1,1,1,Some high/secondary school,New Zealand,,New Zealand,,Yes,Full-time,,"Management, professional, and related",,African,,Bachelor's degree or Honors degree,8,"More than $100,000",,
783,5,48,Male,2,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Caucasian,,Associate's defree or Certificate/Diploma,4,"$30,000 - $49,999",,
785,5,39,Male,1,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,"Caucasian,Māori/ Cook Island Māori",,Some college/university,3,"$50,000 - $69,999",,
791,5,23,Male,2,1,1,1,0,PhD or other higher postgraduate degrees,"United States of America,New Zealand",,New Zealand,,No,Full-time,,"Sales and office,Student",,"Caucasian,Asian",,Bachelor's degree or Honors degree,6,"$70,000 - $99,999",,
N10,5,48,Male,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Full-time,,Sales and office,,Other,New Zealand European,High/Secondary school,2,"$50,000 - $69,999",,
N100,5,80,Female,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Retired,,Retired,,Caucasian,,Bachelor's degree or Honors degree,7,I don't know,,
N15,5,35,Male,2,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Bachelor's degree or Honors degree,8,"More than $100,000",,
N17,5,45,Male,2,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Full-time,,"Management, professional, and related",,Asian,,Bachelor's degree or Honors degree,7,"$70,000 -  $99,999",,
N38,5,23,Male,2,2,1,1,1,Some college/university,Other (please specify):,South African,Other (please specify):,South Africa,No,Full-time,,Sales and office,,African,,Some college/university,6,"$15,000  - $29,999",,
N40,5,26,Male,2,2,1,1,1,Bachelor's degree or Honors degree,Canada,,Canada,,No,Full-time,,Other (please specify),Food industry,Caucasian,,Associate's defree or Certificate/Diploma,6,"$50,000 - $69,999",,
N45,5,35,Male,2,1,1,1,1,Bachelor's degree or Honors degree,Other (please specify):,Pakistani ,"Australia,Other (please specify):",Pakistan ,Yes,Full-time,,"Production, transportation, and material moving",,Other,Pakistani ,Bachelor's degree or Honors degree,8,"$50,000 - $69,999",,
N46,5,43,Male,2,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,High/Secondary school,8,"More than $100,000",,
N66,5,22,Female,1,1,1,1,1,Some high/secondary school,New Zealand,,"New Zealand,Other (please specify):",Laos,No,Full-time,,Service,,Central American,,Bachelor's degree or Honors degree,6,"$70,000 -  $99,999",,
N70,5,21,Female,1,2,1,1,1,High/Secondary school,"Australia,New Zealand",,Australia,,No,Full-time,,Other (please specify),Tourism operator and sustainability director,Caucasian,,Associate's defree or Certificate/Diploma,6,"$50,000 - $69,999",,
N71,5,21,Female,2,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Part-time,,Service,,Māori/ Cook Island Māori,,High/Secondary school,6,"$15,000  - $29,999",,
N72,5,24,Female,1,2,1,1,1,Associate's degree or Certificate/Diploma,New Zealand,,New Zealand,,No,Full-time,,"Production, transportation, and material moving",,Caucasian,,Associate's defree or Certificate/Diploma,4,"$50,000 - $69,999",,
N78,5,23,Female,1,1,1,1,0,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Full-time,,"Service,Sales and office",,Middle Eastern,,Bachelor's degree or Honors degree,6,"$50,000 - $69,999",,
N90,5,40,Female,1,1,1,1,0,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,Yes,Full-time,,"Management, professional, and related",,Caucasian,,Master's degree,7,"$70,000 -  $99,999",,
N98,5,61,Female,1,2,1,1,1,Associate's degree or Certificate/Diploma,United Kingdom,,"United Kingdom,Australia,New Zealand",,No,Unemployed,,Unemployed,,Caucasian,,Associate's defree or Certificate/Diploma,4,"$30,000  - $49,999",,
N99,5,55,Female,1,2,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Unemployed,,Unemployed,,Caucasian,,High/Secondary school,3,"$15,000  - $29,999",,
R20,5,46,Male,1,1,1,1,1,High/Secondary school,New Zealand,,New Zealand,,Yes,Full-time,,"Construction, extraction, and maintenance",,Caucasian,,Some high/secondary school,5,"$70,000 -  $99,999",,
R25,5,29,Female,2,1,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Full-time,,"Management, professional, and related",,Asian,,Bachelor's degree or Honors degree,6,"$70,000 -  $99,999",,
R3,5,25,Female,2,1,1,1,1,High/Secondary school,New Zealand,,Other (please specify):,China ,No,Part-time,,Service,,Asian,,Bachelor's degree or Honors degree,5,"$30,000  - $49,999",,
R33,5,35,Male,2,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,Other (please specify):,China,Yes,Full-time,,Government,,Asian,,Associate's defree or Certificate/Diploma,7,"$70,000 -  $99,999",,
R37,5,40,Female,1,2,1,1,1,High/Secondary school,United Kingdom,,United Kingdom,,No,Full-time,,Sales and office,,Caucasian,,High/Secondary school,6,"$50,000 - $69,999",,
R42,5,22,Male,1,2,1,1,1,Bachelor's degree or Honors degree,New Zealand,,New Zealand,,No,Student,,Student,,Asian,,High/Secondary school,7,"$70,000 -  $99,999",,
